OBJECTID,LIFECYCLESTATUS,INSTALLDATE,ASSET_TYPE,ASSET_ID,ENTNAME,ROAD_ID,ADDRESS_ID,CIVIC_ADDRESS,OWNER,ASBUILTNUMBER,POSITION_ACCURACY,ACCESSTYPE,ACCESSDIAMETER,TOPOFCATCHBASIN,INVERTELEVATION,SUMP,x,y
3622,Active,1/1/2004 12:00:00 AM,Single Catchbasin,10036978,CB-1127542,8985,88105,366 KING ST N,City of Waterloo,41-286,GPS +/- 0.5m,Grate,,337.137,,Yes,-80.5252182803368,43.4821818288319
3623,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10043019,CB-1142508,3387,88562,45 BATHURST DR,City of Waterloo,5-1181,Estimated/Unknown,Grate,,0,,Yes,-80.5374586251318,43.5072220302312
3624,Active,1/1/1996 12:00:00 AM,Double Catchbasin,10038593,CN8L-173,25813,98099,469 EASTBRIDGE BLVD,City of Waterloo,5-1692,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5016253477825,43.5061518988435
3625,Active,1/1/1997 12:00:00 AM,Single Catchbasin,10044377,CB-1103472,4274,95670,151 DALECROFT PL,City of Waterloo,5-1733,Digitized +/- 2m,Grate,,0,,Yes,-80.5797799663953,43.4705701075244
3626,Active,11/1/2016 12:00:00 AM,Double Catchbasin,10139430,CB-1151354,80977,121771,100 STEEPLECHASE WAY ,City of Waterloo,5-2368, 5-2369,Eng Dwg/As Built +/- 2m,Grate,1450,318.44,316.65,-80.483254271076,43.4988192859818
3627,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10038625,CB-1142196,4215,75774,372 BUSHVIEW CRES,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5680913495937,43.4963277072845
3628,Active,11/1/2016 12:00:00 AM,Single Catchbasin,10139432,CB-1151350,80977,82068,460 WISMER ST,City of Waterloo,5-2368, 5-2369,Eng Dwg/As Built +/- 2m,Grate,600,322.35,321.27,-80.4874863373702,43.4985881318762
3629,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10040473,CB-1117238,3490,95345,601 WISSLER RD,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.5149414632325,43.5063950175427
3630,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10037067,CB-1117946,7832,86881,161 MAYBERRY CRT,City of Waterloo,5-1237A,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5175029765178,43.4935438661681
3631,Active,1/1/1989 12:00:00 AM,Single Catchbasin,10041988,CB-1117865,7719,87305,529 HALLMARK DR,City of Waterloo,5-1418,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.52027728066,43.4992137951305
3632,Active,1/1/1955 12:00:00 AM,Single Catchbasin,10039487,CB-1123778,10299,83470,235 UNION ST E,City of Waterloo,,P(0.1),Grate,,335.982,,,-80.5018896293406,43.466481235032
3633,Active,,Single Catchbasin,10205314,CB-1164187,3333333,90581,71 CAROLINE ST S,City of Waterloo Property,41-611,Eng Dwg/As Built +/- 2m,,,111.111,324.97,,-80.5233103004872,43.4618712127043
3634,Active,1/1/1991 12:00:00 AM,Double Catchbasin,10038877,MPLN17R-159A,27412,95391,651 CARDIFF ST,City of Waterloo,5-1570,Eng Dwg/As Built +/- 2m,Grate,,385.48,383.686,Yes,-80.562183824269,43.4399566536796
3635,Active,1/1/1967 12:00:00 AM,Single Catchbasin,10038223,CB-1127939,8045,94013,155 CEDARBRAE AVE,City of Waterloo,,GPS +/- 0.5m,Grate,,339.68,,Yes,-80.54552783705,43.4898977920765
3636,Active,11/1/2016 12:00:00 AM,Single Side Inlet Catchbasin,10205298,CB-1164179,28344,112810,70 CAROLINE ST S,Region of Waterloo,41-610,Eng Dwg/As Built +/- 2m,,,326.04,324.122,,-80.5232333662943,43.4621421243903
3637,Active,,Double Catchbasin,10042242,CB-1131609,28153,120569,1 FATHER DAVID BAUER DR,City of Waterloo,41-610,Eng Dwg/As Built +/- 2m,Grate,,111.111,322.37,,-80.5242441839134,43.4629573330765
3638,Active,11/1/2016 12:00:00 AM,Double Side Inlet Catchbasin,10204717,CB-1164143,1594,90026,185 KING ST S,Region of Waterloo,41-613,Eng Dwg/As Built +/- 2m,,,327.655,326.294,,-80.520106558901,43.459719719684
3639,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10043490,CB-1117825,3453,87277,640 DEER RUN DR,City of Waterloo,5-1215,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5199682165504,43.5095427434659
3640,Active,1/1/1981 12:00:00 AM,Single Catchbasin,10040527,CLRN18R-94,171,78104,460 WINCHESTER DR,City of Waterloo,5-1098,Aerial Photo +/- 0.5m,Grate,,351.978,,Yes,-80.5591655022695,43.4559772403194
3641,Active,1/1/1974 12:00:00 AM,Single Catchbasin,10038349,CB-1122901,3459,85635,278 LEXINGTON RD,City of Waterloo,"5-743, 5-1314",TSS,Grate,,332.92,,Yes,-80.5093818404644,43.4952360334605
3642,Active,1/1/1999 12:00:00 AM,Single Catchbasin,10040218,CB-1143321,27241,71337,553 DANSBURY DR,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.4907461086489,43.4940039336689
3643,Active,1/1/1999 12:00:00 AM,Single Catchbasin,10043721,CB-1143004,27047,70567,507 BUCKINGHAM BLVD,City of Waterloo,5-1845,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5714117299192,43.4570494347393
3644,Active,1/1/1999 12:00:00 AM,Single Catchbasin,10041784,CB-1143008,27049,71196,505 MOUNTBATTEN AVE,City of Waterloo,5-1847,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5746134117812,43.4571172772996
3645,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10044911,L16R-8,10511,83700,294A BLUEVALE ST N,City of Waterloo,,P(0.1),Grate,,322.013,,No,-80.5005049747,43.4827530459045
3646,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10041931,CB-1110828,4350,77975,473 CLOVERVALLEY CRT,City of Waterloo,5-1209,GPS +/- 0.5m,Grate,,364.79,,Yes,-80.5583134580422,43.4474285778645
3647,Active,11/1/2016 12:00:00 AM,Single Catchbasin,10205302,CB-1164182,1583,90444,87 CAROLINE ST S,Region of Waterloo,41-611,Eng Dwg/As Built +/- 2m,,,327.315,325.492,,-80.5227447199705,43.4613600540827
3648,Active,11/1/2016 12:00:00 AM,Single Side Inlet Catchbasin,10205304,CB-1164183,1584,90186,16 WILLIAM ST W,Region of Waterloo,41-611,Eng Dwg/As Built +/- 2m,,,327.433,325.267,,-80.5226871042078,43.4614153415877
3649,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10042704,CB-1117726,3532,82869,374 HILLSIDE ST,City of Waterloo,5-1122,"x,y and Top from survey 2013",Grate,,329.34,,Yes,-80.5040148577882,43.5003960283696
3650,Active,1/1/1975 12:00:00 AM,Single Catchbasin,10038550,CB-1142092,7354,75230,317 DALESIDE PL,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5639622372558,43.4861523666471
3651,Active,,Single Catchbasin,10043528,CB-1143531,26574,104460,295 FROBISHER DR,City of Waterloo,5-1762,Eng Dwg/As Built +/- 2m,Grate,,332.005,,Yes,-80.5213276910875,43.5142028311724
3652,Active,8/1/2014 12:00:00 AM,Single Catchbasin,10045612,CB-1147201,80153,112475,568 MANOR RIDGE CRES,City of Waterloo,5-2293,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.4909209192673,43.5211628645872
3653,Active,1/1/1975 12:00:00 AM,Single Catchbasin,10040931,CB-1144614,8338,96302,106 RANDALL DR,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5497028218835,43.5029696937139
3654,Active,1/1/1996 12:00:00 AM,Single Catchbasin,10037746,CB-1142667,27707,100809,670 PANCHARA PL,City of Waterloo,5-2207,Digitized +/- 2m,Grate,,326.12,,Yes,-80.497542444652,43.5061919028012
3655,Active,1/1/1972 12:00:00 AM,Single Catchbasin,10040006,CB-1150107,395,92610,310 ALBERT ST,City of Waterloo,288 Albert St. SitePlan,Site Plan +/- 2m,Grate,,343.88,,,-80.5343560227899,43.4774445040582
3656,Active,1/1/1986 12:00:00 AM,Single Ditch Inlet Catchbasin,10039056,F6L-56,7920,87298,135 FOXHUNT RD,City of Waterloo,,,Grate,,,,,-80.5214724059791,43.4926366770438
3657,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10038426,CB-1142190,4700,75919,367 STONEHEIGHT PL,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5701375965972,43.4965089679867
3658,Active,1/1/1993 12:00:00 AM,Single Catchbasin,10043545,CB-1116790,2222222,80803,460 EXMOOR ST,City of Waterloo,5-1601,Eng Dwg/As Built +/- 2m,Grate,,319.9,,NA,-80.4841893092182,43.4884837016715
3659,Active,1/1/1957 12:00:00 AM,Single Catchbasin,10041064,L11R-15,1477,83361,70 BLUEVALE ST N,City of Waterloo,,P(0.1),Grate,,337.048,,Yes,-80.5009040945161,43.4754119680159
3660,Active,1/1/1957 12:00:00 AM,Single Catchbasin,10040585,CB-1142415,1477,83393,50 BLUEVALE ST N,City of Waterloo,,P(0.1),Grate,,338.034,,Yes,-80.5012997692584,43.4737660421254
3661,Active,1/1/1957 12:00:00 AM,Single Catchbasin,10039543,L11R-14,1477,83233,69 CHRISTOPHER DR,City of Waterloo,,P(0.1),Grate,,336.531,,Yes,-80.5005030790285,43.4755546462556
3662,Active,1/1/2004 12:00:00 AM,Double Catchbasin,10042625,CB-1127564,7230,91434,33 COLUMBIA ST W,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5287648215488,43.4808818863292
3663,Active,,Single Catchbasin,10043626,CB-1143915,2222222,71612,621 CARDIFF ST,City of Waterloo,,Estimated/Unknown,Grate,,0,,,-80.5596453663157,43.4404501173632
3664,Active,,Single Catchbasin,10041295,C6R-34,7276,93658,451 ALBERT ST 6,City of Waterloo,,GPS +/- 0.5m,Grate,,342.396,,No,-80.5406593306015,43.4851146555634
3665,Active,1/1/1982 12:00:00 AM,Single Catchbasin,10039751,CB-1110571,4578,76580,100 WESTVALE DR,City of Waterloo,5-1044,Aerial Photo +/- 0.5m,Grate,,353.22,,Yes,-80.5511694583025,43.4478529511221
3667,Active,1/1/1974 12:00:00 AM,Single Catchbasin,10041864,C16R-21B,7199,74536,573 DOGWOOD LANE,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5590647869908,43.4863116424558
3668,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10041530,CB-1117833,3457,87276,245 SHAGBARK CRT,City of Waterloo,5-1216,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5198589378713,43.5073727606554
3669,Active,6/1/2011 12:00:00 AM,Single Catchbasin,10038846,CB-1151106,80054,120315,537 SUNDEW DR,City of Waterloo,"5-2259, 5-2264",Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5963566446022,43.4570940828518
3670,Active,6/1/2011 12:00:00 AM,Single Catchbasin,10040873,CB-1145197,80054,120318,547 SUNDEW DR,City of Waterloo,5-2264,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.596931349475,43.4575811107611
3671,Active,1/1/1977 12:00:00 AM,Single Catchbasin,10040101,CB-1142177,8183,74319,590 FERN RD,City of Waterloo,5-984,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5586180693596,43.4950377984654
3672,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10037684,C3R-3,8101,93051,73 LONGWOOD DR,City of Waterloo,,GPS +/- 0.5m,Grate,,335.481,,No,-80.5378305743996,43.4904128338265
3673,Active,1/1/1954 12:00:00 AM,Single Catchbasin,10037287,CB-1112083,5985,93035,49 MELBOURNE CRES,City of Waterloo,,GPS +/- 0.5m,Grate,,343.039,,Yes,-80.5371833720718,43.4566100642402
3674,Active,1/1/1982 12:00:00 AM,Single Catchbasin,10037929,CB-1112063,20467,93738,57 CULPEPPER DR,Region of Waterloo,41-304,GPS +/- 0.5m,Grate,,341.021,,Yes,-80.5429523661885,43.4516698503424
3675,Active,1/1/1950 12:00:00 AM,Single Catchbasin,10040222,CB-1129922,7504,90708,244 KING ST N,Region of Waterloo,41-213, 41-211,TSS,Grate,,324.08,,-80.5248241319557,43.4759824654946
3676,Active,1/1/2004 12:00:00 AM,Double Catchbasin,10039996,CB-1127521,8993,104189,300 KING ST N,Region of Waterloo,41-279,Total Station +/- 0.5m,Grate,,324.04,322.63,Yes,-80.525280365957,43.478219998955
3677,Active,11/1/2016 12:00:00 AM,Double Side Inlet Catchbasin,10186675,CB-1161805,5955,91074,25 CAROLINE ST N,Region of Waterloo,41-609,Eng Dwg/As Built +/- 2m,,,323.647,321.887,,-80.5255604498197,43.4646234842085
3678,Active,1/1/1960 12:00:00 AM,Single Catchbasin,10041285,CB-1102409,1838,93369,450 PHILLIP ST,City of Waterloo,,GPS +/- 0.5m,Grate,,346.122,,,-80.5416048088044,43.4825298726651
3679,Active,1/1/1974 12:00:00 AM,Single Catchbasin,10042762,CB-1127933,26893,93717,470 GLENELM CRES,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5439971399217,43.4898832004985
3680,Active,1/1/1996 12:00:00 AM,Single Catchbasin,10043622,CB-1103435,3973,95608,409 CAVENDISH DR,City of Waterloo,,GPS +/- 0.5m,Grate,,355.29,,,-80.5795765854125,43.4645614807328
3681,Active,1/1/2006 12:00:00 AM,Single Catchbasin,10039163,MPLN21L-30,2222222,98512,502 BIRCHLEAF WALK,City of Waterloo,5-2179,Eng Dwg/As Built +/- 2m,Grate,,375,373.187,,-80.5641507631618,43.4465878617885
3682,Active,1/1/1990 12:00:00 AM,Single Catchbasin,10039873,CB-1110996,4738,78637,186 BAKER ST,City of Waterloo,5-1493,Eng Dwg/As Built +/- 2m,Grate,,336.07,,Yes,-80.5616366196098,43.4401339398916
3683,Active,1/1/2000 12:00:00 AM,Single Catchbasin,10038242,CB-1147462,27702,98714,552 RHEINLAND PL,City of Waterloo,5-1920,Aerial Photo +/- 0.5m,Grate,,,,Yes,-80.5820419644251,43.460884676816
3684,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10044340,CLRN23R-36,4365,79943,477 KINGSMILL CRT,City of Waterloo,5-1269,Aerial Photo +/- 0.5m,Grate,,352.12,,NA,-80.5703434732268,43.4632576265393
3685,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10044689,CB-1144651,4025,79833,576 PARADISE CRES,City of Waterloo,5-1436,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5691864687445,43.4523482435292
3686,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10038673,CB-1127969,755,72408,625 MOUNT ANNE DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5500316130551,43.4925693999816
3687,Active,1/1/2002 12:00:00 AM,Double Catchbasin,10041338,CB-1142818,28477,99687,741 ANGLER WAY,City of Waterloo,5-2009,Digitized +/- 2m,Grate,,0,,Yes,-80.5016929819783,43.5141248284523
3688,Active,1/1/1983 12:00:00 AM,Single Catchbasin,10043954,ME11R-54,7681,82361,324 CRIMSON CRES,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,333.28,,Yes,-80.4975784064272,43.4937472599705
3689,Active,1/1/1968 12:00:00 AM,Single Catchbasin,10037066,CB-1128000,8059,72030,585 MOUNT ANNE DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.546686234423,43.4928908595742
3690,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10038636,CB-1128072,495,72474,548 BOX GROVE PL,City of Waterloo,5-700,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.551087278314,43.4899636136599
3691,Active,1/1/1979 12:00:00 AM,Single Catchbasin,10042839,CB-1103655,186,79358,109 FREDERICK BANTING PL,City of Waterloo,5-1020,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.566783234128,43.4558574696643
3692,Active,1/1/1986 12:00:00 AM,Double Catchbasin,10040733,CB-1142287,8250,73885,360 NORTHLAKE DR,City of Waterloo,5-1250,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5576885173196,43.5018890451796
3693,Active,1/1/1989 12:00:00 AM,Single Catchbasin,10041269,CB-1115735,27326,82242,486 FORESTLAWN RD,City of Waterloo,5-1450,Aerial Photo +/- 0.5m,,,0,,Yes,-80.4942939516516,43.4999089109651
3694,Active,1/1/2005 12:00:00 AM,Single Catchbasin,10038784,CB-1143234,7319,78747,461 STILLMEADOW CIR,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,341.022,,Yes,-80.5619913753454,43.4690188809315
3695,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10038254,CLRS13R-71,4025,80005,582 PARADISE CRES,City of Waterloo,5-1436,Aerial Photo +/- 0.5m,Grate,,377.222,,Yes,-80.5699328746138,43.4520858936102
3696,Active,1/1/1981 12:00:00 AM,Single Catchbasin,10037518,CB-1110789,5665,77825,170 WESTVALE DR,City of Waterloo,5-1041,GPS +/- 0.5m,Grate,,360.26,,Yes,-80.5567709933001,43.4505355000595
3697,Active,1/1/1997 12:00:00 AM,Single Catchbasin,10040170,MPLN17R-123,4312,78012,145 BRIDGEWATER CRES,City of Waterloo,5-1519,GPS +/- 0.5m,Grate,,379.47,,Yes,-80.5580856667786,43.4424683351915
3698,Active,1/1/1964 12:00:00 AM,Single Catchbasin,10041605,F11R-31,7144,104207,75 MILFORD AVE,City of Waterloo,,GPS +/- 0.5m,Grate,,340.27,,Yes,-80.5321632589799,43.4862301586166
3699,Active,1/1/2003 12:00:00 AM,Single Catchbasin,10038224,CB-1143139,29117,102127,783 KLOSTERS DR,City of Waterloo,5-2069,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5845721984578,43.4569529703092
3700,Active,1/1/1999 12:00:00 AM,Single Catchbasin,10044974,CB-1142913,27729,98220,756 CHESAPEAKE DR,City of Waterloo,5-1798,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5139946800624,43.5107712455935
3701,Active,1/1/1980 12:00:00 AM,Single Catchbasin,10040781,CB-1103644,153,79162,121 SANDY RIDGE PL,City of Waterloo,5-1023,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.564305860645,43.4562418375315
3702,Active,1/1/2001 12:00:00 AM,Single Catchbasin,10044341,CB-1142942,27240,104362,517 DANSBURY DR,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.4916250101961,43.4950540009649
3703,Active,1/1/1990 12:00:00 AM,Single Catchbasin,10041703,CB-1110586,4309,77604,180 SPRINGFIELD PL,City of Waterloo,"5-1518, 5-1445",GPS +/- 0.5m,Grate,,379.68,,Yes,-80.5567492937748,43.4405789482895
3704,Active,1/1/2000 12:00:00 AM,Single Catchbasin,10041434,CB-1117766,26026,98996,398 HAGEN CRT,City of Waterloo,5-1734,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5020060404053,43.5028318210371
3705,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10040204,CB-1142189,4700,75918,370 STONEHEIGHT PL,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5708328440564,43.4965200796721
3706,Active,1/1/1997 12:00:00 AM,Single Catchbasin,10037597,CB-1117728,25232,71024,515 WINDJAMMER WAY,City of Waterloo,5-1639,Digitized +/- 2m,Grate,,0,,Yes,-80.5045536406717,43.5059717372704
3707,Active,1/1/1973 12:00:00 AM,Single Catchbasin,10042084,CB-1142129,8129,74493,528 HAVELOCK DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5593890960696,43.4895166189709
3708,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10043802,CB-1128059,784,72495,212 CEDARBRAE AVE,City of Waterloo,5-707,GPS +/- 0.5m,Grate,,339.38,,Yes,-80.5500883382469,43.4885438158086
3709,Active,12/18/2012 12:00:00 AM,Single Catchbasin,10037869,CB-1145090,80109,119938,287 SWEET GALE ST,City of Waterloo,5-2247,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5913918802214,43.4508583744284
3710,Active,1/1/1994 12:00:00 AM,Double Catchbasin,10037780,CN8L-157,25225,94994,541 MAYFLOWER ST,City of Waterloo,5-1640,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5080553823277,43.5051587259556
3711,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10036958,CB-1110708,9111,77111,480 THORNDALE DR,City of Waterloo,5-1243,GPS +/- 0.5m,Grate,,362.85,,Yes,-80.5539061236861,43.4464731592646
3712,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10038986,CB-1142505,3387,88544,30 NORTHLAND RD,City of Waterloo,5-1181,Estimated/Unknown,Grate,,0,,Yes,-80.5359369027613,43.5058686203955
3713,Active,1/1/1964 12:00:00 AM,Single Catchbasin,10043428,CB-1122968,7534,85981,220 DIXIE CRES,City of Waterloo,,TSS,Grate,,329.473,,Yes,-80.511722522066,43.4784306962066
3714,Active,1/1/1984 12:00:00 AM,Single Catchbasin,10040383,CB-1103522,4388,79287,320 CALVINGTON PL,City of Waterloo,5-1188,Aerial Photo +/- 0.5m,Grate,,344.64,,Yes,-80.5663434639081,43.4643705045262
3715,Active,1/1/1960 12:00:00 AM,Single Catchbasin,10045071,CB-1104521,141,94312,356 CAMBRIA PL,City of Waterloo,5-332,Eng Dwg/As Built +/- 2m,Grate,,347.994,,Yes,-80.5453734966386,43.4521960909052
3716,Active,1/1/1980 12:00:00 AM,Single Catchbasin,10039809,CB-1142368,646,73420,102 WHITE OAK PL,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5550779440451,43.4954256921019
3717,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10043985,CB-1142519,3413,88069,200 FROBISHER DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.524605465804,43.5101173519196
3718,Active,1/1/1956 12:00:00 AM,Single Catchbasin,10044712,CB-1117722,3234,82703,446 BERTHA ST,City of Waterloo,,Digitized +/- 2m,Grate,,329.126,,Yes,-80.5011475474555,43.5020800456336
3719,Active,7/1/2017 12:00:00 AM,Double Catchbasin,10203451,CB-1163767,8993,90986,9 HICKORY ST W,City of Waterloo,15-1209 to 15-1212,Eng Dwg/As Built +/- 2m,,600,325.46,325.08,,-80.5265792852434,43.4778486264356
3720,Active,8/1/2008 12:00:00 AM,Single Catchbasin,10042740,CB-1145891,30683,121163,0 RIDEAU RIVER ST ,City of Waterloo,5-2229,,Grate,,,,,-80.5860046625243,43.4885537053631
3721,Active,7/1/2012 12:00:00 AM,Double Catchbasin,10204374,CB-1163906,7585,86378,122 MACGREGOR CRES,City of Waterloo,,Field Notes,,,,,,-80.5145116478987,43.4829370564775
3722,Active,,Double Catchbasin,10038994,F17R-1B,8122,94011,551 PARKSIDE DR,City of Waterloo,,GPS +/- 0.5m,Grate,,341.049,,,-80.5446915173694,43.4949449661731
3723,Active,,Single Catchbasin,10039621,CB-1110760,20412,76625,114 HOMEVIEW PL,Region of Waterloo,,GPS +/- 0.5m,Grate,,353.83,,,-80.5512524045512,43.4496931513877
3724,Active,1/1/1979 12:00:00 AM,Single Catchbasin,10044371,CB-1103683,9009,78776,107 SANDFORD FLEMING DR,City of Waterloo,5-1019,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5620572700566,43.4551529097481
3725,Active,,Single Catchbasin,10040465,CB-1129200,10682,89295,53 UNION ST E,City of Waterloo,,TSS,Grate,,328.67,,,-80.5138272374523,43.461013843791
3726,Active,1/1/1954 12:00:00 AM,Single Catchbasin,10040895,L54R-74,122,92971,196 DAWSON ST,City of Waterloo,,SURVEY 2012,Grate,,334.26,,Yes,-80.5331582370622,43.4594179364026
3727,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10042673,CB-1117945,7832,88685,155 MAYBERRY CRT,City of Waterloo,5-1237A,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5181854683534,43.4936191944384
3728,Active,,Single Catchbasin,10037693,F17R-2,8122,94012,555 PARKSIDE DR,City of Waterloo,,GPS +/- 0.5m,Grate,,341.434,,,-80.5450175460326,43.4956487068242
3729,Active,1/1/1976 12:00:00 AM,Single Catchbasin,10038730,CB-1142540,8377,88588,580 COLBY DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.537542153922,43.5010553838984
3730,Active,1/1/2000 12:00:00 AM,Single Catchbasin,10041504,CB-1143604,27880,70294,700 HOLLY VIEW PL,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.5868270674354,43.4729256032725
3731,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10041775,CB-1110698,20433,77264,506 OLD ORCHARD PL,City of Waterloo,5-1244,GPS +/- 0.5m,Grate,,367.32,,Yes,-80.5554138290008,43.4459595796644
3732,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10037011,CB-1110904,20434,77352,492 THORNDALE DR,City of Waterloo,5-1241,Aerial Photo +/- 0.5m,Grate,,367.14,,Yes,-80.5545487180317,43.445616309644
3733,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10044929,CB-1142680,8354,72580,109 RANDALL DR,City of Waterloo,5-1130,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5501720455642,43.5018103358708
3734,Active,1/1/2005 12:00:00 AM,Single Catchbasin,10044309,CB-1143357,80915,103997,598 BEARINGER RD,Region of Waterloo,,GPS +/- 0.5m,Grate,,335.743,,RW,-80.5644616982282,43.4827196649307
3735,Active,5/1/2005 12:00:00 AM,Single Catchbasin,10044357,CB-1149818,3557,82738,326 FORESTLAWN RD,Region of Waterloo,41-353,Eng Dwg/As Built +/- 2m,Grate,,331.012,330.012,RW,-80.5026426055562,43.4973980349803
3736,Active,1/1/1968 12:00:00 AM,Single Catchbasin,10043412,C6R-8,7268,93813,116 GREENBRIER DR,City of Waterloo,,GPS +/- 0.5m,Grate,,338.422,,Yes,-80.5402911475908,43.4884802099323
3737,Active,1/1/1964 12:00:00 AM,Single Catchbasin,10040922,CB-1127466,7160,92340,450 PARKWOOD CRT,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,338.821,,Yes,-80.5336507307868,43.4873936483162
3738,Active,1/1/1963 12:00:00 AM,Single Catchbasin,10042198,L32L-149,7237,92496,401 HAZEL ST,City of Waterloo,,GPS +/- 0.5m,Grate,,342.251,,Yes,-80.5341770684762,43.4828289889284
3739,Active,1/1/1967 12:00:00 AM,Single Catchbasin,10044550,CB-1128066,699,72422,176 PINE GROVE CRES,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5496211645947,43.4898487845692
3740,Active,1/1/1951 12:00:00 AM,Single Catchbasin,10041513,L47R-4,1546,89883,153 HERBERT ST,City of Waterloo,15-619,GPS +/- 0.5m,Grate,,321.53,,,-80.51929497751,43.463277735885
3741,Active,1/1/1969 12:00:00 AM,Single Catchbasin,10037044,CB-1124470,8077,73649,648 GLEN FORREST BLVD,City of Waterloo,5-607,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5557132237065,43.4920197644299
3742,Active,,Single Catchbasin,10043324,CB-1127611,7225,96657,351 WEBER ST N,Region of Waterloo,,GPS +/- 0.5m,Grate,,335.607,,,-80.5236041837846,43.4823435500163
3743,Active,,Single Catchbasin,10045325,MPLN17R-170,2222222,71964,590 NORTHAMPTON PL,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,369.6,,,-80.5565443069897,43.4435109520784
3744,Active,1/1/1961 12:00:00 AM,Single Catchbasin,10044201,L32L-113,1807,91514,17 AUSTIN DR,City of Waterloo,,GPS +/- 0.5m,Grate,,337.249,,Yes,-80.5287330355014,43.4828730518405
