OBJECTID,LIFECYCLESTATUS,INSTALLDATE,ASSET_TYPE,ASSET_ID,ENTNAME,ROAD_ID,ADDRESS_ID,CIVIC_ADDRESS,OWNER,ASBUILTNUMBER,POSITION_ACCURACY,ACCESSTYPE,ACCESSDIAMETER,TOPOFCATCHBASIN,INVERTELEVATION,SUMP,x,y
122,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10038872,F10R-1A,7881,88396,485 KING ST N,Region of Waterloo,41-240,GPS +/- 0.5m,Grate,,330.984,,,-80.5279309377727,43.4907392092939
123,Active,1/1/2004 12:00:00 AM,Single Side Inlet Catchbasin,10041909,CB-1143186,1810,91331,19 COLUMBIA ST W,City of Waterloo,, ,Grate,,0,,Yes,-80.5281392078766,43.4811096772148
124,Active,1/1/1955 12:00:00 AM,Single Catchbasin,10040131,L38R-146,1464,83179,63 CARDINAL CRES S,City of Waterloo,,P(0.1),Grate,,339.965,,Yes,-80.4998626138654,43.4695182276558
125,Active,1/1/1987 12:00:00 AM,Single Catchbasin,10041402,CLRN25R-62A,4295,80446,325 BUSHWOOD CRT,City of Waterloo,5-1324,Aerial Photo +/- 0.5m,Grate,,358.236,,Yes,-80.5744127407346,43.4622508139734
126,Active,11/1/2016 12:00:00 AM,Double Side Inlet Catchbasin,10184133,CB-1152457,1594,104197,171 KING ST S,Region of Waterloo,41-629,Eng Dwg/As Built +/- 2m,,,,324.82,,-80.5202536528849,43.4608482446755
127,Active,11/1/2016 12:00:00 AM,Single Side Inlet Catchbasin,10184135,CB-1152455,1594,90026,185 KING ST S,Region of Waterloo,41-629,Eng Dwg/As Built +/- 2m,,,327.251,325.506,,-80.5196516618451,43.4604827108764
128,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10043640,CB-1144098,5676,94340,78 ROOSEVELT AVE,City of Waterloo,5-329,GPS +/- 0.5m,Grate,,350.453,,No,-80.5461318571847,43.4497787191454
129,Active,11/1/2016 12:00:00 AM,Single Side Inlet Catchbasin,10183053,CB-1152505,1595,89759,188 KING ST S,Region of Waterloo,"41-629, 41-633, 41-614",Eng Dwg/As Built +/- 2m,,,327.431,325.928,,-80.5188655081185,43.4602451892108
130,Active,11/1/2016 12:00:00 AM,Double Catchbasin,10184136,CB-1152458,1594,90016,172 KING ST S,Region of Waterloo,41-629,Eng Dwg/As Built +/- 2m,,,326.643,324.697,,-80.5200477954011,43.4608594835596
131,Active,11/1/2016 12:00:00 AM,Single Side Inlet Catchbasin,10184149,CB-1152451,1594,89888,180 KING ST S,Region of Waterloo,41-629,Eng Dwg/As Built +/- 2m,,,327.348,325.525,,-80.519631058636,43.4605652139827
132,Active,,Single Catchbasin,10198018,,28129,121162,2100 UNIVERSITY AVE E,City of Waterloo Property,,,,,,,,-80.5100492265433,43.5180998230992
133,Active,,Single Catchbasin,10041704, ,8108,92640,496 WEBER ST N,City of Waterloo,,GPS +/- 0.5m,Grate,,332.845,,Yes,-80.5352602952519,43.492226286974
134,Active,1/1/1972 12:00:00 AM,Single Catchbasin,10044272,CB-1143662,7365,72065,400 PARKSIDE DR,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5468055005117,43.4862022959115
135,Active,6/1/2017 12:00:00 AM,Single Catchbasin,10045711,CB-1148369,80046,125407,811 SUNDROPS CRT ,City of Waterloo,5-2367,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.6035086577121,43.4622482137307
136,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10039988,F10R-7,7845,88131,450 KING ST N,Region of Waterloo,41-571,GPS +/- 0.5m,Grate,,333.772,,,-80.5276198982674,43.4882933102803
137,Active,,Double Catchbasin,10039745,CB-1122811,1831,86718,352 MARSLAND DR,City of Waterloo,,TSS,Grate,,324.716,,Yes,-80.5188033247974,43.4849407477776
138,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10044752,L55L-3D,3333333,90809,47 ALBERT ST,City of Waterloo Property,Site Plan 35 Albert St,Site Plan +/- 2m,Grate,,328.041,326.502,,-80.5251465057441,43.4658874562871
139,Active,6/1/2011 12:00:00 AM,Single Catchbasin,10045887,CB-1147434,80042,120154,701 ROCK ELM ST,City of Waterloo,5-2389,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.602347969011,43.4592618784524
140,Active,5/1/2006 12:00:00 AM,Single Catchbasin,10199997,CLRS12R-1,5646,100338,25 FISCHER-HALLMAN RD N,Region of Waterloo,41-603,Eng Dwg/As Built +/- 2m,,,111.111,111.111,,-80.5552698579698,43.4543223264487
141,Active,5/1/2006 12:00:00 AM,Single Ditch Inlet Catchbasin,10199996,CLRS13L-1E,5646,112710,26 FISCHER-HALLMAN RD N 1A,Region of Waterloo,41-603,Eng Dwg/As Built +/- 2m,,,111.111,111.111,,-80.5554529656935,43.4550406199731
143,Active,1/1/1995 12:00:00 AM,Single Catchbasin,10200219,,5646,70070,14 FISCHER-HALLMAN RD N,Region of Waterloo,41-149,Eng Dwg/As Built +/- 2m,,,349.56,348.22,,-80.5545138178919,43.4538269775424
144,Active,,Single Catchbasin,10042501,L85R-4,80906,103990,595 WESTMOUNT RD N,Region of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5659986095841,43.4830719010335
145,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10045024,L54L-10,3333333,92142,0 SEAGRAM DR,City of Waterloo Property,,TSS 2012,Grate,,329.38,111.11,,-80.5304823597759,43.4669113999861
146,Active,1/1/2006 12:00:00 AM,Double Catchbasin,10216379,,3333333,103503,95 KING ST S,City of Waterloo Property,Site Plan 75-95 King St S As-Recorded,Site Plan +/- 2m,,,323.8,322.07,,-80.522625575563,43.4625173226157
147,Active,1/1/1994 12:00:00 AM,Single Catchbasin,10044800,L48R-16,296,90098,87 REGINA ST S,City of Waterloo,,TSS,Grate,,321.38,,,-80.5212372525119,43.4633398384927
148,Active,1/1/2006 12:00:00 AM,Double Catchbasin,10044886,MPLN21L-52,1111111,103769,311 HILLCROFT CRT,City of Waterloo,5-2178,Eng Dwg/As Built +/- 2m,Grate,,374.4,373.84,,-80.5664649275295,43.4463397100329
149,Active,,Single Catchbasin,10042708,L30L-34,7225,90135,267 WEBER ST N,Region of Waterloo,,GPS +/- 0.5m,Grate,,320.661,,,-80.5211032669664,43.4793009859351
150,Active,1/1/1960 12:00:00 AM,Single Catchbasin,10038462,CB-1123827,1794,83691,2 BLUEVALE ST N,Region of Waterloo,,P(0.1),Grate,,340.263,,,-80.5006326351023,43.47154681144
151,Active,11/1/2016 12:00:00 AM,Single Catchbasin,10041669,CB-1127621,8401,104188,580 KING ST N,Region of Waterloo,,GPS +/- 0.5m,Grate,,345.034,,,-80.5324819573705,43.5011037829502
152,Active,1/1/2005 12:00:00 AM,Single Catchbasin,10039422,CB-1146794,29532,103990,595 WESTMOUNT RD N,Region of Waterloo,41-363 for tender,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5662080260977,43.4843065602011
153,Active,1/1/1987 12:00:00 AM,Single Catchbasin,10041591,ME11R-78,7684,82498,418 DAYNA CRES,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.4985387833858,43.4946116476882
154,Active,1/1/1981 12:00:00 AM,Single Catchbasin,10042266,CLRS13R-8,4462,77835,454 BEECHWOOD PL 5,City of Waterloo,5-1116,Aerial Photo +/- 0.5m,Grate,,355.049,,Yes,-80.5565747041922,43.4521973171433
155,Active,,Single Catchbasin,10040607,CB-1110758,20412,76505,113 HOMEVIEW PL,Region of Waterloo,,GPS +/- 0.5m,Grate,,351.59,,,-80.5504786618338,43.4491643511006
156,Active,6/1/2017 12:00:00 AM,Single Catchbasin,10045546,CB-1148054,80119,125415,793 SUNDROPS CRT ,City of Waterloo,5-2367,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.6039693819749,43.4617740259262
157,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10039308,CB-1117221,7724,85705,476 LEE AVE,City of Waterloo,,P(0.1),Grate,,330.741,,Yes,-80.5097415129397,43.4996501908234
158,Active,1/1/1967 12:00:00 AM,Double Catchbasin,10044071,CS3L-2,3302,85777,509 BRIDGE ST W,Region of Waterloo,41-174,P(0.1),Grate,,329.76,,Yes,-80.5087955494641,43.5028926233894
159,Active,,Single Catchbasin,10044772,CS3L-5,3302,103145,510 BRIDGE ST W,Region of Waterloo,41-173,P(0.1),Grate,,330.124,,,-80.5082551249236,43.5025988859856
160,Active,1/1/1987 12:00:00 AM,Single Catchbasin,10042677,F40L-020,8241,75311,265 CHELTONWOOD CRES,City of Waterloo,5-1321A,Eng Dwg/As Built +/- 2m,Grate,,346.86,345.61,Yes,-80.5649214898074,43.5009900545322
161,Active,5/1/2006 12:00:00 AM,Single Catchbasin,10200218,,5647,121875,450 ERB ST W 115,Region of Waterloo,41-603,Eng Dwg/As Built +/- 2m,,,111.111,111.111,,-80.5547822990547,43.4536941319683
162,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10042947,CB-1152096,7732,85904,302 GREEN ACRES DR,City of Waterloo,,P(0.1),Grate,,331.846,,Yes,-80.5107361315908,43.5001187740852
163,Active,1/1/1955 12:00:00 AM,Single Catchbasin,10037415,L54R-88,54,92575,14 DIETZ AVE N,City of Waterloo,,GPS +/- 0.5m,Grate,,326.037,,No,-80.5348199044254,43.4618623991157
164,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10038977,CLRS13R-109,2222222,79719,575 PARADISE CRES,City of Waterloo,5-1221,Aerial Photo +/- 0.5m,Grate,,0,,NA,-80.5685232149412,43.4520845857035
165,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10042850,CB-1119436,2222222,88058,609 COPPERCROFT CRT,City of Waterloo,5-1340,Eng Dwg/As Built +/- 2m,Grate,,0,,NA,-80.5245067828878,43.5031424196172
167,Active,1/1/2001 12:00:00 AM,Single Catchbasin,10041241,CB-1144605,80615,81870,319 WOOLWICH ST,City of Waterloo,5-1990,,Grate,,,,Yes,-80.4812882739525,43.4976098591333
168,Active,1/1/1954 12:00:00 AM,Single Catchbasin,10040147,L38R-89,1527,85340,179 WASHINGTON AVE,City of Waterloo,,P(0.1),Grate,,335.804,,Yes,-80.5081152441085,43.4748051805201
169,Active,1/1/1954 12:00:00 AM,Single Catchbasin,10044139,L38R-90,1527,87095,195 WASHINGTON AVE,City of Waterloo,,P(0.1),Grate,,0,,Yes,-80.50750554723,43.4755265639157
170,Active,1/1/1980 12:00:00 AM,Single Catchbasin,10039491,CLRN18R-113,4420,78907,157 WOODBEND CRES,City of Waterloo,5-1017,Aerial Photo +/- 0.5m,Grate,,355.024,,Yes,-80.5633623049552,43.4565352705752
171,Active,1/1/2001 12:00:00 AM,Single Catchbasin,10041151,CN8L-244,27853,98050,578 CHESAPEAKE DR,City of Waterloo,5-1916,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5055337084948,43.5100206591254
172,Active,1/1/1981 12:00:00 AM,Single Catchbasin,10040382,CLRN18R-92,9015,78680,444 AINSWORTH CRT,City of Waterloo,5-1099,Eng Dwg/As Built +/- 2m,Grate,,352.752,,Yes,-80.560245466055,43.4559419352415
173,Active,8/1/2016 12:00:00 AM,Single Catchbasin,10146286,CB-1151965,13001,81885,337 WOOLWICH ST,City of Waterloo,15-1101,Eng Dwg/As Built +/- 2m,Grate,,317.96,316.723,,-80.4827202633619,43.4988528002496
174,Active,3/24/2016 12:00:00 AM,Double Catchbasin,10146949,CB-1152075,10571,84867,218 ALLEN ST E,City of Waterloo,15-937,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.506597878695,43.4687552127403
175,Active,1/1/1973 12:00:00 AM,Single Catchbasin,10041418,C19L-003,7996,74562,575 ROLLING HILLS DR,City of Waterloo,,Estimated/Unknown,Grate,,346.549,,Yes,-80.5608385870433,43.4891820892352
176,Active,1/1/1980 12:00:00 AM,Single Catchbasin,10040519,CLRN18R-110,4420,78800,111 WOODBEND CRES,City of Waterloo,5-1017,Aerial Photo +/- 0.5m,Grate,,354.637,,Yes,-80.5613286666074,43.4569539847078
177,Active,1/1/2001 12:00:00 AM,Single Catchbasin,10037885,CB-1144733,80614,81874,215 WOOLWICH ST,City of Waterloo,5-1988,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.4809044228899,43.490908826655
178,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10043382,CB-1115629,13001,81845,370 RIVER OAK DR,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.4808665523819,43.5001236588391
179,Active,3/24/2016 12:00:00 AM,Single Catchbasin,10146950,CB-1152073,10606,84773,229 ALLEN ST E,City of Waterloo,15-938,Eng Dwg/As Built +/- 2m,Grate,,328.55,326.87,Yes,-80.5056577381274,43.4688549829461
180,Active,1/1/1967 12:00:00 AM,Single Catchbasin,10041723,L17L-17,8976,82971,8 CROYDEN PL,City of Waterloo,,TSS,Grate,,329.34,,Yes,-80.4972241779773,43.4889662598731
181,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10039920,L17L-13,8969,82952,284 BRAEMORE AVE,City of Waterloo,,TSS,Grate,,329.795,,Yes,-80.4958925446441,43.4894869051438
182,Active,1/1/1968 12:00:00 AM,Single Catchbasin,10038915,F16L-30,8408,88556,560 CONESTOGO RD W,City of Waterloo,,GPS +/- 0.5m,Grate,,340.161,,Yes,-80.53710584692,43.4992190179516
183,Active,,Single Catchbasin,10042801,CB-1117219,3302,103145,510 BRIDGE ST W,Region of Waterloo,41-173,P(0.1),Grate,,330.143,,Yes,-80.5083812939212,43.5025262777748
184,Active,1/1/1955 12:00:00 AM,Single Catchbasin,10039665,L54R-87,5939,92575,14 DIETZ AVE N,City of Waterloo,,GPS +/- 0.5m,Grate,,326.893,,No,-80.5349083015626,43.4617280446914
185,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10042075,CB-1110265,719,88470,45 NORTHLAND RD,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.533594348459,43.506959441763
186,Active,1/1/2002 12:00:00 AM,Single Catchbasin,10039808,L46R-1,1544,89794,19 WILLOW ST,City of Waterloo,,TSS,Grate,,321.84,,,-80.51866005956,43.464709159203
187,Active,1/1/2004 12:00:00 AM,Single Catchbasin,10040887,CLRS16-77,2222222,103029,800 PARIS BLVD,City of Waterloo,5-2136,Aerial Photo +/- 0.5m,Grate,,379.6,378.107,NA,-80.57516106031,43.4477993313687
188,Active,1/1/2006 12:00:00 AM,Single Ditch Inlet Catchbasin,10041755,L68L-69,1111111,104902,420 WES GRAHAM WAY,City of Waterloo,5-2084,Eng Dwg/As Built +/- 2m,Grate,,341.85,340.2,,-80.5455671225308,43.4801842017075
189,Active,,Single Catchbasin,10044394,MPLN21L-144A,4117,79282,73 IRA NEEDLES BLVD,Region of Waterloo,,,Grate,,,,,-80.5655283929423,43.4421050109315
190,Active,,Single Ditch Inlet Catchbasin,10041496, ,80890,79796,424 TIMBERCROFT CRES,Region of Waterloo,,,Grate,,,,,-80.5688574979079,43.4705249630517
191,Active,,Single Catchbasin,10041666,CB-1103367,7320,80026,446 GATESTONE BLVD,Region of Waterloo,,GPS +/- 0.5m,Grate,,344.13,,,-80.5676182058214,43.4690612321128
192,Active,1/1/2000 12:00:00 AM,Single Catchbasin,10037148,CB-1142625,28122,100468,0 NORTHFIELD DR E,Region of Waterloo,5-1901,Digitized +/- 2m,Grate,,0,,,-80.5171322316063,43.5180279768171
193,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10039319,CB-1142468,3391,88618,95 RANKIN ST,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5339087283525,43.5108446986779
194,Active,1/1/1993 12:00:00 AM,Single Catchbasin,10043104,CB-1142179,4724,95708,678 JACOB LANE,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5706591541756,43.4987578330291
195,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10045350,CB-1142536,7161,92338,77 BLYTHWOOD RD,City of Waterloo,,GPS +/- 0.5m,Grate,,337.269,,Yes,-80.533539976581,43.4873171966217
196,Active,1/24/2017 12:00:00 AM,Single Catchbasin,10143545,CB-1151267,7947,85867,280 GLENRIDGE PL,City of Waterloo,15-1078 to 15-1083,Eng Dwg/As Built +/- 2m,Grate,600,327.839,326.608,Yes,-80.5109460473246,43.4854570480633
197,Active,3/1/2004 12:00:00 AM,Single Catchbasin,10043491,CB-1164813,29538,102995,573 CHABLIS DR,Region of Waterloo,41-479,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5729425955007,43.4496171112556
198,Active,6/1/2003 12:00:00 AM,Single Catchbasin,10141317,CB-1151463,27141,126498,184 COLUMBIA ST W ,City of Waterloo,15-634,Eng Dwg/As Built +/- 2m,Grate,,336.402,334.902,,-80.5430530146643,43.4759816839218
200,Active,,Double Catchbasin,10045354,CB-1164816,27139,93347,170 UNIVERSITY AVE W,City of Waterloo,,Estimated/Unknown,Grate,,334.32,,,-80.5407202811326,43.4724354138421
201,Active,1/1/1967 12:00:00 AM,Single Catchbasin,10147726,CS3L-12,3306,85852,349 GREEN ACRES DR,City of Waterloo,,Field Notes,,,,,Yes,-80.5107315465451,43.5028518489241
202,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10149644,F27R-1,8337,100286,0 RANDALL DR,City of Waterloo,5-1129,Eng Dwg/As Built +/- 2m,Grate,,338.4,337.19,,-80.5455223851218,43.5035798184055
203,Active,12/3/2015 12:00:00 AM,Single Catchbasin,10184132,CB-1152526,80832,121195,844 PARIS BLVD,City of Waterloo,5-2356,Eng Dwg/As Built +/- 2m,,,,,Yes,-80.5772846188347,43.4473594579051
204,Active,1/1/1970 12:00:00 AM,Single Catchbasin,10044374,CB-1164743,7801,85643,429B DUNVEGAN DR,City of Waterloo,,TSS,Grate,,333.607,,Yes,-80.5095576413234,43.4941453775384
205,Active,1/1/1995 12:00:00 AM,Single Catchbasin,10044544,CB-1164846,2222222,97713,620 INGLIS FALLS PL,City of Waterloo,5-1660,Eng Dwg/As Built +/- 2m,Grate,,351.75,350.47,,-80.5747871081078,43.4939289472063
206,Active,8/1/2016 12:00:00 AM,Single Ditch Inlet Catchbasin,10146262,CB-1151950,12981,81898,354 WOOLWICH ST,City of Waterloo,15-1101,Eng Dwg/As Built +/- 2m,Grate,,317.57,316.96,,-80.4832426366348,43.4991055812856
207,Active,8/1/2016 12:00:00 AM,Single Ditch Inlet Catchbasin,10146261,CB-1151937,12981,81898,354 WOOLWICH ST,City of Waterloo,15-1101,Eng Dwg/As Built +/- 2m,Grate,,317.61,316.88,,-80.4833952350652,43.4990763820327
208,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10040385,CB-1115739,12381,81877,335 RIVER OAK PL,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.4811878684987,43.502179824326
209,Active,8/1/2016 12:00:00 AM,Single Catchbasin,10146267,GR11-31,12981,81898,354 WOOLWICH ST,City of Waterloo,15-1101,Eng Dwg/As Built +/- 2m,Grate,,318.08,316.915,,-80.4832718535018,43.4991021611372
210,Active,1/1/1999 12:00:00 AM,Single Catchbasin,10045273,CB-1143108,27269,97323,451 OLD OAK DR,City of Waterloo,5-1879,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.586344396456,43.4696776448851
211,Active,1/1/2000 12:00:00 AM,Double Catchbasin,10037820,CB-1148218,27066,100759,728 BROOKMILL PL,City of Waterloo,,,Grate,,,,Yes,-80.5841405442877,43.474759514246
212,Active,1/1/1999 12:00:00 AM,Single Catchbasin,10039088,CB-1142473,28091,98964,717 BLACK CHERRY ST,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.5911152389106,43.463660982833
213,Active,1/1/2001 12:00:00 AM,Single Catchbasin,10042363,CB-1142801,27879,100977,849 BIRCHMOUNT DR,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.5921917128661,43.4756508578371
214,Active,1/1/1998 12:00:00 AM,Single Ditch Inlet Catchbasin,10037159,CLS3L-58,3333333,98695,510 RHEINLAND PL,City of Waterloo,4-319,,Grate,,,,NA,-80.5816437399244,43.4594330897766
215,Active,1/1/1999 12:00:00 AM,Single Catchbasin,10042571,CB-1147608,80357,97087,635 HONEYWOOD PL,City of Waterloo,5-1756,Eng Dwg/As Built +/- 2m,Grate,,349.88,,Yes,-80.5819784595656,43.4663095534383
216,Active,12/18/2012 12:00:00 AM,Single Catchbasin,10043870,CB-1144911,80101,120000,186 LADYSLIPPER DR,City of Waterloo,5-2256,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5899446410916,43.4533098669727
217,Active,1/1/1979 12:00:00 AM,Single Catchbasin,10044823,CLRN18R-66,186,79355,108 FREDERICK BANTING PL,City of Waterloo,5-1020,Aerial Photo +/- 0.5m,Grate,,361.563,,Yes,-80.5668235380021,43.455915100755
218,Active,8/1/2016 12:00:00 AM,Single Catchbasin,10146273,GR11-51,12841,81955,439 LEXINGTON CRES,City of Waterloo,15-1100,Eng Dwg/As Built +/- 2m,Grate,,319.79,318.52,Yes,-80.4854178782545,43.4991620508104
219,Active,7/4/2016 12:00:00 AM,Single Catchbasin,10045500,CB-1144944,80074,125013,561 MAYAPPLE ST ,City of Waterloo,5-2383 to 5-2394,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5986781330255,43.4592804243276
220,Active,,Single Catchbasin,10043143,L42L-71A,315,90576,154 KING ST N,Region of Waterloo,,Digitized +/- 2m,Grate,,,,,-80.524020811443,43.4712716739985
221,Active,,Single Catchbasin,10036942,F5R-B,3333333,100457,0 LEXINGTON RD,City of Waterloo,,TSS,Grate,,325.101,,NA,-80.5214696001288,43.4871602521967
222,Active,7/1/2017 12:00:00 AM,Double Catchbasin,10203449,CB-1163786,379,90987,17 HICKORY ST W,City of Waterloo,15-1207,Eng Dwg/As Built +/- 2m,,,325.44,324.48,,-80.5267315000968,43.4779090992482
223,Active,5/1/2005 12:00:00 AM,Single Ditch Inlet Catchbasin,10042314,CB-1164843,7668,82340,298 BRIDGE ST W,Region of Waterloo,41-348,Eng Dwg/As Built +/- 2m,Grate,,333.1,332.252,,-80.4969999298308,43.4922808932903
224,Active,1/1/2000 12:00:00 AM,Single Catchbasin,10038568,CB-1164704,27720,70234,725 BREAKWATER CRES,City of Waterloo,5-1923,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5129275825264,43.5126236182954
225,Active,1/1/2004 12:00:00 AM,Single Catchbasin,10044824,CB-1164830,1857,95813,363 KING ST N,City of Waterloo,,GPS +/- 0.5m,Grate,,0,,Yes,-80.5268166445461,43.4818557342711
226,Active,,Double Catchbasin,10041313,L85L-7,4624,100589,0 BEARINGER RD,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5625262699088,43.484373318187
227,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10139601,L51L-2,298,90580,47 ERB ST W,City of Waterloo,4-411,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5246557817922,43.4640906978046
228,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10139792,,377,91533,279 STATE ST,City of Waterloo,,Total Station +/- 0.5m,Grate,,329.17,111.111,,-80.5284955844934,43.4777127625274
229,Active,1/1/2003 12:00:00 AM,Single Catchbasin,10140073,CB-1151180,29117,102250,798 KLOSTERS DR,City of Waterloo,5-1972,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.5840683778753,43.4573423492581
230,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10140080,CB-1151372,4604,77529,437B MIDWOOD CRES,Region of Waterloo,,Field Notes,Grate,,111.111,111.111,,-80.5561954335711,43.4561061782369
231,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10140070,CB-1151371,9019,77812,446 DRAKE CIR,Region of Waterloo,,Field Notes,Grate,,111.111,111.111,,-80.5564462116255,43.4560160478976
232,Active,1/1/2005 12:00:00 AM,Single Catchbasin,10042446,CB-1146855,8165,74289,133 MORNINGDALE CRES,Region of Waterloo,4-373,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5586388076598,43.4927108074297
233,Active,,Single Catchbasin,10042700,C4L-33,8123,72644,596A MOUNT ANNE DR,Region of Waterloo,,GPS +/- 0.5m,Grate,,345.471,,,-80.5475526035899,43.4940449445743
234,Active,1/1/2005 12:00:00 AM,Single Catchbasin,10042502,CB-1146777,29532,103999,560 WESTMOUNT RD N,Region of Waterloo,41-364 for tender,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5669487955307,43.4851880465336
235,Active,,Single Catchbasin,10039512,L42L-7,9065,91703,75 REGINA ST N,City of Waterloo,,GPS +/- 0.5m,Grate,,323.372,,No,-80.5223768970368,43.4696035455293
236,Active,1/1/2011 12:00:00 AM,Single Catchbasin,10040861,CB-1144953,80068,120286,745 ROCK ELM ST,City of Waterloo,5-2269,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5999705894049,43.4613460111875
237,Active,1/1/2011 12:00:00 AM,Single Catchbasin,10044768,CB-1145242,80081,120007,466 TWINLEAF ST,City of Waterloo,5-2262,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5950591459126,43.4547746119564
238,Active,6/1/2012 12:00:00 AM,Double Catchbasin,10039869,CB-1147600,80113,120285,750 PASTURE ROSE ST,City of Waterloo,5-2364,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.6007220969943,43.4611638945859
239,Active,1/1/2011 12:00:00 AM,Single Catchbasin,10037833,CB-1145176,80081,119887,440 TWINLEAF ST,City of Waterloo,5-2261,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5948262215801,43.4539527900318
240,Active,1/1/1979 12:00:00 AM,Single Catchbasin,10039726,CS9R-4,3474,94471,520 ANNDALE CRT,City of Waterloo,5-1002,Aerial Photo +/- 0.5m,Grate,,337.396,,No,-80.5161443475133,43.4979183509437
241,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10040596,CB-1103537,4000,79044,451 KNIGHTSBRIDGE CRT,City of Waterloo,5-1351,Eng Dwg/As Built +/- 2m,Grate,,354.99,,Yes,-80.5638830158688,43.4594521529749
